the_geom,COMPLEXID,SAFTYPE,SEGMENTID,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-73.891798482268 40.684704353338645),0,N,234174,2,1031386,8,0,4,04/13/2018 12:00:00 AM +0000,03/18/2021 12:00:00 AM +0000,6,DCP,40008803,0,HIGHLAND PARK
POINT (-74.10736618984349 40.580620279916964),0,N,11464,2,1031610,8,0,5,04/16/2018 12:00:00 AM +0000,10/24/2018 12:00:00 AM +0000,6,DCP,50036601,0,MIDLAND AVENUE OVER SIRT S SHORE
POINT (-73.8238485910341 40.88771112667512),0,N,146575,2,19953,8,0,2,03/15/2008 12:00:00 AM +0000,12/06/2011 12:00:00 AM +0000,6,DCP,21382009,0,EASTCHESTER
POINT (-74.11952593905987 40.62313547510035),501,N,122760,2,1031111,8,0,5,04/23/2018 12:00:00 AM +0000,,6,OTHER,50037001,0,PED BR S OF BRK LK OV STRM IN PK
POINT (-73.9709770785094 40.7738136548694),444,N,315159,2,1031132,9,0,1,04/27/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,OTHER,10096101,0,BETHESDA
POINT (-73.90818626097973 40.8936038031789),0,N,174623,2,1031133,8,0,2,04/27/2018 12:00:00 AM +0000,,6,OTHER,27514005,0,246 ST BRDGE OV H HUDSON PKWY
POINT (-73.8998711645034 40.7562228625421),0,N,175159,1,1031134,8,0,4,04/27/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,OTHER,40077301,0,I-278 SB BQE E LEG OVER BQE NB
POINT (-73.96860897531987 40.71258222848108),0,N,154274,2,1031135,8,0,3,04/27/2018 12:00:00 AM +0000,,6,OTHER,39730020,0,WILLIAMSBURG BRIDGE MN BOUND
POINT (-73.8966130814903 40.62202609202294),0,N,142862,2,1031136,8,0,3,04/27/2018 12:00:00 AM +0000,,6,OTHER,37703022,0,BELT SHORE PKWY OV PAERDEGT BSN
POINT (-73.99378591068276 40.70373038121957),3960,N,144842,2,1031137,8,0,3,04/27/2018 12:00:00 AM +0000,,6,OTHER,39734003,0,BROOKLYN BRIDGE WB RB
POINT (-73.98849776401566 40.70011906262888),0,N,142114,2,1031138,8,0,3,04/27/2018 12:00:00 AM +0000,,6,OTHER,30081701,0,BROOKLYN BRIDGE APP OV SANDS ST
POINT (-73.97178440451849 40.775775398239034),444,N,37193,2,1002127,8,0,1,08/31/2010 12:00:00 AM +0000,02/27/2018 12:00:00 AM +0000,6,OTHER,10072619,0,CENTRAL PARK BOW BRIDGE
POINT (-73.98834653891076 40.679490514758896),0,N,22652,1,1006908,8,0,3,07/26/2011 12:00:00 AM +0000,,6,OTHER,38653002,0,UNION ST
POINT (-73.94599125830572 40.847143518304556),0,N,39087,1,1031190,8,0,1,04/12/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,DCP,19751041,0,WEST 173 STREET PEDESTRIAN
POINT (-73.94596965934616 40.7530330736488),0,N,140007,2,1031406,8,0,4,04/13/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,DCP,40076501,0,59 BR RAMP MNBD 11 ST OVR TRRN
POINT (-73.94291891381111 40.75143318497574),0,N,262453,2,1031407,8,0,4,04/13/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,DCP,40076301,0,59 BR RAMP QNBD TO 21 OV 22
POINT (-73.95064228884173 40.75519147536801),0,N,138884,1,1026898,8,0,4,10/16/2015 12:00:00 AM +0000,,6,OTHER,49734004,0,ED KOCH QUEENSBORO BR LOWER RDWY
POINT (-73.88366328863745 40.57120288683841),0,N,232649,1,1026949,8,0,4,10/23/2015 12:00:00 AM +0000,,6,OTHER,49739004,0,MARINE PY-GIL HODGES BR BIKE
POINT (-73.96905378348801 40.6711206981219),450,N,29215,1,1031707,8,0,3,04/16/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,DCP,30084501,0,E DR OV PED PTH NR GRAND ARMY PZ
POINT (-73.97732309634394 40.77151800839003),444,N,36038,2,1031176,8,0,1,05/02/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,OTHER,19718002,0,CENTRAL PK W DR OV 66 ST TRNVS
POINT (-73.97099498400065 40.779946633013694),444,N,115263,2,1031236,8,0,1,05/04/2018 12:00:00 AM +0000,05/29/2019 12:00:00 AM +0000,6,OTHER,10105301,0,CTL PK W DR OV 79 ST TRNVS RD
POINT (-73.9281968358793 40.847041698823624),0,N,241450,2,1026965,8,0,1,10/23/2015 12:00:00 AM +0000,,6,OTHER,10020004,0,WASHINGTON BR PED AND BIKE
POINT (-73.82661642130311 40.797182526598476),3378,N,306303,2,568,8,0,4,05/14/2009 12:00:00 AM +0000,01/09/2017 12:00:00 AM +0000,6,DoITT,49731001,0,WHITESTONE
POINT (-73.79354615537696 40.798570202687046),0,N,306328,2,16884,8,0,4,05/14/2009 12:00:00 AM +0000,01/09/2017 12:00:00 AM +0000,6,DoITT,49738001,0,THROGS NECK
POINT (-73.9940329293965 40.703748618397455),3960,N,158100,1,1031139,8,0,3,04/27/2018 12:00:00 AM +0000,04/30/2018 12:00:00 AM +0000,6,OTHER,39734002,0,BROOKLYN BRIDGE EB RB
POINT (-73.99889502333778 40.70779333657764),0,N,9014215,1,1031141,8,0,1,04/30/2018 12:00:00 AM +0000,,6,OTHER,19778006,0,BROOKLYN BRIDGE WB RB
POINT (-73.99901539809248 40.707720868808806),0,N,9014211,1,1031142,8,0,1,04/30/2018 12:00:00 AM +0000,,6,OTHER,19778005,0,BROOKLYN BRIDGE EB RB
POINT (-74.23981480012995 40.520040080596516),0,N,328063,1,1031626,8,0,5,04/16/2018 12:00:00 AM +0000,03/16/2021 12:00:00 AM +0000,6,DCP,50036201,0,ARTHUR KILL RD OV ARTHUR KILL ST
POINT (-73.92842435832476 40.787846089768166),445,N,245630,2,1007444,8,0,1,08/17/2011 12:00:00 AM +0000,12/04/2013 12:00:00 AM +0000,6,OTHER,19772012,0,RFK BR QUEENS PED AND BIKE PATH
POINT (-73.92781342996024 40.82252987960501),0,N,69840,2,1031490,8,0,2,04/16/2018 12:00:00 AM +0000,07/30/2019 12:00:00 AM +0000,6,DCP,20067801,0,GERARD AVE OV METRO N HDSN LINE
POINT (-74.00164964261319 40.70960205766458),0,N,23499,2,1034052,8,0,1,07/30/2019 12:00:00 AM +0000,,6,OTHER,10096001,0,BROOKLYN BRIDGE EN RP PEARL ST
POINT (-73.99944660023787 40.708485952553964),0,N,162505,1,1034053,8,0,1,07/30/2019 12:00:00 AM +0000,,6,OTHER,10095901,0,BROOKLYN BRIDGE EN RP FDR DR
POINT (-73.98012951652284 40.694821688444115),0,N,259020,2,1031671,8,0,3,04/16/2018 12:00:00 AM +0000,05/10/2018 12:00:00 AM +0000,6,DCP,37016521,0,INGERSOLL-WHITMAN HSNG PED
POINT (-73.96588174315553 40.66060016144985),450,N,315597,2,1031721,8,0,3,04/16/2018 12:00:00 AM +0000,05/10/2018 12:00:00 AM +0000,6,DCP,30084701,0,LULLWATER
POINT (-73.97096460764008 40.76880000956457),444,N,111176,2,1031233,8,0,1,05/04/2018 12:00:00 AM +0000,03/30/2020 12:00:00 AM +0000,6,OTHER,19754004,0,TRNVS 1WB OV PD PTH OPP 66
POINT (-73.9584298965512 40.67261954880335),0,N,29433,2,1031697,8,0,3,04/16/2018 12:00:00 AM +0000,05/15/2018 12:00:00 AM +0000,6,DCP,38033003,0,ST JOHNS PL OVR FRANKLIN AV SHTL
POINT (-73.90554696839195 40.8365524056877),0,N,78141,1,1026957,8,0,2,10/23/2015 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DoITT,29810005,0,ST PAULS PLACE PEDESTRIAN
POINT (-73.9546189026527 40.58511528152713),0,N,260989,1,1026963,8,0,3,10/23/2015 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DoITT,37016520,0,VOORHIES AVE-E 14 ST PED
POINT (-73.9685528826431 40.712545916441734),0,N,238627,1,1026969,8,0,3,10/23/2015 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DoITT,39730018,0,WILLIAMSBURG BR BIKE AND PED
POINT (-73.85295407029015 40.671639859899514),0,N,51406,1,1031367,8,0,4,04/13/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,45389009,0,RAMP TO LINDN BL OV S CONDUIT AV
POINT (-73.94053577072837 40.74768882911129),0,N,254745,1,1031404,8,0,4,04/13/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,40076401,0,59 BR RAMP MNBD THOM AV OV JCKSN
POINT (-73.94546607951762 40.75125496795058),0,N,165843,1,1031405,8,0,4,04/13/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,40076601,0,59 BR RAMP MNBD 21 OVR 21 STREET
POINT (-73.94014855942636 40.74643402005549),0,N,254742,1,1031408,8,0,4,04/13/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,40076801,0,59 BR RAMP QNBD THOM AV OV JCKSN
POINT (-73.80306840968706 40.88558041030778),0,N,141152,2,1031486,8,0,2,04/16/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,20073101,0,PLHM BAY PK EQUES PED BR OV AMTK
POINT (-73.9201243747757 40.822632335254376),0,N,121318,1,1031501,8,0,2,04/16/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,25212004,0,CONCSE VLG OV MTRO N HARLEM LINE
POINT (-73.87556923486265 40.86119819168339),478,N,282710,1,1031541,8,0,2,04/16/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,20072501,0,HESTER BRIDGE
POINT (-73.96004544107207 40.66824683406679),0,N,109855,2,1031709,8,0,3,04/16/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,37016508,0,CARROLL ST PEDESTRIAN
POINT (-73.8969079707687 40.6222278285787),0,N,142862,2,1031783,8,0,3,04/16/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,37703017,0,BCIP WB OVER PAERDEGAT BASIN
POINT (-74.04115158736224 40.620564192648004),0,N,160890,1,1031785,8,0,3,04/16/2018 12:00:00 AM +0000,04/27/2018 12:00:00 AM +0000,6,DCP,37016522,0,92 STREET PEDESTRIAN
POINT (-73.93454864454048 40.805642289880744),0,N,259630,2,1026913,8,0,1,10/21/2015 12:00:00 AM +0000,04/30/2018 12:00:00 AM +0000,6,OTHER,19751035,0,3 AVE-E 128 STREET PED
POINT (-73.93046745777006 40.80318607891715),0,N,241774,2,1031068,8,0,1,04/12/2018 12:00:00 AM +0000,04/30/2018 12:00:00 AM +0000,6,DCP,10109101,0,HRD OV E 127 ST RMP TO/FR HRD NB
POINT (-73.93295648010997 40.862599130042916),3379,N,108751,1,1031071,8,0,1,04/12/2018 12:00:00 AM +0000,04/30/2018 12:00:00 AM +0000,6,DCP,12083002,0,MARGRTCRBN DR OV PDPTH NR N ENTR
POINT (-73.92918228014625 40.87277582026362),3599,N,132490,1,1031057,8,0,1,04/12/2018 12:00:00 AM +0000,04/30/2018 12:00:00 AM +0000,6,DCP,11111516,0,HHP SB OV PED UNDRPAS AT INWD PK
POINT (-73.98971369445104 40.701456589277804),0,N,143020,1,1031652,8,0,3,04/16/2018 12:00:00 AM +0000,04/30/2018 12:00:00 AM +0000,6,DCP,32334006,0,I-278 BQE EB OVER WASHINGTON ST
POINT (-73.98970980385354 40.70156708099897),0,N,135644,2,1031655,8,0,3,04/16/2018 12:00:00 AM +0000,04/30/2018 12:00:00 AM +0000,6,DCP,32334013,0,I-278 BQE WB OVER WASHINGTON ST
POINT (-74.00116612730045 40.70964302812576),0,N,162389,2,1031107,8,0,1,04/12/2018 12:00:00 AM +0000,07/30/2019 12:00:00 AM +0000,6,DCP,10101201,0,TO FDR DRIVE NB OVER PEARL ST
POINT (-73.93264383502428 40.80748582906607),0,N,241670,1,1026930,8,0,1,10/23/2015 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DoITT,19771001,0,3
POINT (-73.97321844913552 40.72424708531612),0,N,164992,2,1031012,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,19751010,0,10 STREET PEDESTRIAN
POINT (-73.97760516127056 40.77164149288616),444,N,285429,2,1031118,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,11117006,0,BRIDLE PTH W OV  65 TRNVS EB EN
POINT (-73.97315801987772 40.76790334000008),444,N,262685,2,1031120,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,19802005,0,CTRL PK E DR OV PED PTH 63 ST
POINT (-73.97284431029134 40.76901779040592),444,N,36192,2,1031122,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,19802004,0,CTRL PK E DR BR OV 65 ST TRNVS
POINT (-73.97107425961504 40.77369904041531),444,N,252144,2,1031093,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,12749502,0,72 CRSS DR OV PD PTH TO FOUNTN
POINT (-73.96721211150005 40.78439685234909),444,N,285213,1,1031171,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,19718003,0,CTL PK W DR OV 86 ST TRNVS RD
POINT (-73.96506310007611 40.7778650800329),444,N,300256,1,1031096,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,10111701,0,CTRL PK PED PTH E 79 OVR TRNVS
POINT (-73.96628787029466 40.7753389900677),444,N,37381,2,1031076,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,10072625,0,CTRL PK GLADE ARC OV PD PTH 77
POINT (-73.98456807959357 40.785548449996334),34,N,103483,1,1031034,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,13535002,0,79 TRAF CIR OV 79 ST PED PLZ
POINT (-74.01285715668847 40.71737766613009),0,N,158843,1,1031196,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,19751005,0,TRIBECA
POINT (-73.99898421971481 40.708183200361724),0,N,302345,1,1031105,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,11084503,0,RMP TO FDR DR NB OV FDR DR S ST
POINT (-73.99765030622694 40.751494691916626),433,N,33657,2,1031203,8,0,1,04/12/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,13439003,0,W 31 OVER AMTRAK LAYUP TRACKS
POINT (-73.98975650413499 40.701469740463686),0,N,143020,1,1031651,8,0,3,04/16/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,32334004,0,I-278 BQE EB OVER CADMAN PLAZA
POINT (-73.98978199351261 40.701573287947305),0,N,135644,2,1031653,8,0,3,04/16/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,32334017,0,I-278 BQE WB OVER CADMAN PLZ
POINT (-73.9707230007133 40.670770975661995),450,N,118693,2,1031702,8,0,3,04/16/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,30084801,0,W DR OV PED PTH NR GRND ARMY PLZA
POINT (-73.96906226287628 40.66229690516962),450,N,119848,2,1031718,8,0,3,04/16/2018 12:00:00 AM +0000,05/01/2018 12:00:00 AM +0000,6,DCP,32534002,0,CENTER DRV OVER PED PATH STREAM
POINT (-73.91914725145902 40.87339593983286),3599,N,272577,1,1031173,8,0,1,05/02/2018 12:00:00 AM +0000,,6,OTHER,13773002,0,W 218 ST BR OV HARLEM RIV INLET
POINT (-73.99681867422318 40.7593283820971),0,N,33722,2,1031174,8,0,1,05/02/2018 12:00:00 AM +0000,,6,OTHER,13459003,0,W 41 ST OV AMTRAK 30 ST BRCH
POINT (-73.97450088597374 40.7697707337906),444,N,36037,2,1031175,8,0,1,05/02/2018 12:00:00 AM +0000,,6,OTHER,19708004,0,CTRL PK CENTER DR OV 65 TRNVS
POINT (-73.99838961236395 40.67178024327592),0,N,303068,1,1031177,8,0,3,05/02/2018 12:00:00 AM +0000,,6,OTHER,34683006,0,HAMILTON AVENUE BRIDGE NB RB
POINT (-73.99857675001128 40.67146669345091),0,N,9009363,1,1031178,8,0,3,05/02/2018 12:00:00 AM +0000,,6,OTHER,34683005,0,HAMILTON AVENUE BRIDGE SB RB
POINT (-73.89635235186239 40.68063164032973),0,N,168391,1,1031179,8,0,3,05/02/2018 12:00:00 AM +0000,,6,OTHER,34983009,0,HIGHLAND BL WB OVER JRP EB EN
POINT (-73.88434596555777 40.82289075166184),0,N,9014577,1,1031180,8,0,2,05/02/2018 12:00:00 AM +0000,,6,OTHER,21592511,0,BRUCKNER EXPWY SB OVER BX RIVER
POINT (-73.88418733875558 40.822748537825106),0,N,9014573,1,1031181,8,0,2,05/02/2018 12:00:00 AM +0000,,6,OTHER,21592510,0,BRUCKNER EXPWY NB OVER BX RIVER
POINT (-73.9278892794185 40.8468567766992),0,N,133951,2,1031186,8,0,1,05/02/2018 12:00:00 AM +0000,,6,OTHER,10020005,0,WASH BR 181 ST OVER HRLM RIV MN
POINT (-73.97665468400376 40.71448522905894),0,N,195137,1,1031193,8,0,1,05/03/2018 12:00:00 AM +0000,,6,OTHER,10096901,0,DELANCEY ST PED BR OVER FDR DRV
POINT (-73.9992606701556 40.70850776805603),0,N,23731,2,1031206,8,0,1,05/03/2018 12:00:00 AM +0000,,6,OTHER,10098301,0,FDR DRIVE SB OFF RAMP OVER S ST
POINT (-74.0054162658212 40.75585756353699),433,N,294798,1,1031208,8,0,1,05/03/2018 12:00:00 AM +0000,,6,OTHER,13443002,0,W 33 ST OV AMTRAK 30 ST BRANCH
POINT (-73.9846433824889 40.78606759338232),34,N,106122,2,1031209,8,1090544,1,05/03/2018 12:00:00 AM +0000,,6,OTHER,10002502,0,GARAGE RMP TO 79 ST OV BT BASIN
POINT (-73.986777017136 40.78076458037598),0,N,251846,2,1031210,8,0,1,05/03/2018 12:00:00 AM +0000,,6,OTHER,10095701,0,HHP VIDCT OV AMTK W 72 TO 79
POINT (-73.98001922464468 40.74899067652065),0,N,164800,2,1034189,9,0,1,08/27/2019 12:00:00 AM +0000,,6,OTHER,10112601,0,PARK
POINT (-73.93385155771828 40.81415929950735),0,N,295133,1,929,8,0,1,05/14/2009 12:00:00 AM +0000,02/02/2016 12:00:00 AM +0000,6,DoITT,19789001,0,MADISON
POINT (-73.93382359070797 40.814152128989626),0,N,295128,2,1026942,8,0,1,10/23/2015 12:00:00 AM +0000,02/02/2016 12:00:00 AM +0000,6,DoITT,19789004,0,MADISON AV BRDG PED & BIKE
POINT (-74.19527143472402 40.63744873023914),0,N,306426,2,1029108,8,0,5,01/11/2017 12:00:00 AM +0000,01/11/2017 12:00:00 AM +0000,6,OTHER,50026101,0,ARTHUR KILL VERTICAL LIFT
POINT (-74.00777283741368 40.68530779843454),0,N,154308,1,13053,9,0,3,05/14/2009 12:00:00 AM +0000,10/20/2017 12:00:00 AM +0000,6,DCP,39700001,0,HUGH L CAREY
POINT (-73.91530713818614 40.862958899053396),0,N,288066,2,7408,8,0,1,05/14/2009 12:00:00 AM +0000,09/30/2015 12:00:00 AM +0000,6,EMS,19762001,0,UNIVERSITY HEIGHTS
POINT (-74.00078125730425 40.75615898817847),0,N,276257,2,1034288,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10112201,0,EMPIRE LINE TUNNEL
POINT (-74.00777743969304 40.75645840121441),0,N,320007,1,1034289,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10112001,0,NORTH RIVER TUNNEL NORTH TUBE
POINT (-73.9686785642976 40.742038903302266),0,N,245323,2,1034291,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10111801,0,EAST RIVER TUNNEL LINE 4
POINT (-73.96859250123413 40.7421964884421),0,N,245323,2,1034292,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10111601,0,EAST RIVER TUNNEL LINE 3
POINT (-73.96858068108689 40.742351353899465),0,N,245323,2,1034293,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10111501,0,EAST RIVER TUNNEL LINE 2
POINT (-73.96855711630701 40.74250026008415),0,N,245323,2,1034294,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10111401,0,EAST RIVER TUNNEL LINE 1
POINT (-73.93422437856573 40.83001585289522),0,N,263149,2,1034295,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10111301,0,161 ST TUBE/CONCOURSE
POINT (-73.93371468699415 40.819336098803106),0,N,245547,2,1034296,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10111201,0,149 STREET TUBE
POINT (-73.93381468351154 40.809104163041404),0,N,253343,2,1034297,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10111001,0,LEXINGTON AVENUE TUBE
POINT (-73.95566623346296 40.76012612975995),0,N,106185,2,1034298,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10111101,0,63 STREET TUBE
POINT (-73.95748515291186 40.758433319200684),0,N,242650,2,1034299,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10109401,0,60 STREET TUBE
POINT (-73.96120339285595 40.753885331516216),0,N,262673,2,1034300,9,0,1,10/02/2019 12:00:00 AM +0000,,6,OTHER,10109201,0,53 STREET TUBE
POINT (-73.9625346901012 40.79164413363634),444,N,37504,2,1031868,8,0,1,05/10/2018 12:00:00 AM +0000,,6,OTHER,19718004,0,CNTL PK W DR OV 97ST TRNVS RD
POINT (-73.97313755148846 40.74579837599411),0,N,132784,1,16697,9,0,1,05/14/2009 12:00:00 AM +0000,10/23/2017 12:00:00 AM +0000,6,DoITT,19752001,0,QUEENS MIDTOWN
POINT (-73.98313982877876 40.78515160243351),0,N,34537,1,1031211,8,0,1,05/03/2018 12:00:00 AM +0000,,6,OTHER,10103101,0,WEST   79 STREET OVER AMTRAK
POINT (-73.93525977159588 40.7918597982238),0,N,132879,2,1031228,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,10108401,0,EAST 111 ST PED BRDG OVER FDR DR
POINT (-73.95806128277657 40.75839105385197),0,N,138878,1,583,8,0,1,05/14/2009 12:00:00 AM +0000,10/12/2011 12:00:00 AM +0000,6,DoITT,19792001,0,ED KOCH QUEENSBORO
POINT (-73.8424698066297 40.82832616120207),0,N,178192,2,19962,8,0,2,03/15/2008 12:00:00 AM +0000,,6,DCP,21592009,0,UNIONPORT
POINT (-73.9907326157418 40.770015946074466),0,N,106111,1,1031232,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,13491002,0,W 57 ST OV AMTRAK 30 ST BRANCH
POINT (-73.94381867390506 40.84510598797264),0,N,39079,1,1031234,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,10098501,0,GWB OPP W  171 ST OV RIVSIDE DRV
POINT (-73.97566872247131 40.768540071917506),444,N,300488,1,1031235,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,19708003,0,CENTER DR OVR PED PATH 63 ST
POINT (-73.96277131340007 40.781577794012264),444,N,300105,2,1031237,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,19802003,0,CTRL PK E DR OV 85 ST TRNVS RD
POINT (-73.94852530438179 40.8364434373073),0,N,294274,1,1031239,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,12969007,0,RIVERSIDE DR OV W158 ST AMTRAK
POINT (-73.93534754367815 40.80701689214411),0,N,241710,1,1031240,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,10097101,0,E  129 ST PED BRDG OVER    3 AVE
POINT (-73.94950865156542 40.83431013205043),0,N,302314,2,1031241,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,19751031,0,155 STREET PEDESTRIAN
POINT (-73.97888421715483 40.7692758885288),444,N,300519,2,1031242,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,10072624,0,PINEBANK ARCH OVER BRIDLE PATH
POINT (-73.90101380510536 40.757701392231574),0,N,155512,2,1031245,8,0,4,04/13/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,DCP,40077601,0,I-278 SB BQE W LEG OVER 31 AVE
POINT (-73.90000639557776 40.757802840886214),0,N,75825,2,1031246,8,0,4,04/13/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,DCP,40077401,0,I-278 SB BQE E LEG OVER 31 AVE
POINT (-73.89973028390531 40.757772750094134),0,N,190691,2,1031247,8,0,4,04/13/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,DCP,40072301,0,I-278 NB BQE E LEG OVER 31 AVE
POINT (-73.83896720957053 40.76310233019205),0,N,84381,1,1031403,8,0,4,04/13/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,DCP,41177502,0,N BLVD WB TO I-678 SB OVR VACANT
POINT (-73.99633283638622 40.69974756376032),0,N,9013495,2,1031665,8,0,3,04/16/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,DCP,32334016,0,I-278 BQE WB OVER FURMAN ST PROM
POINT (-73.99809712218733 40.69602118610359),0,N,262291,1,1031669,8,0,3,04/16/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,DCP,30083701,0,I-278 BQE EB OV I-278 BQE WB
POINT (-73.87248103339243 40.8243719184027),0,N,140123,2,1032689,8,0,2,10/09/2018 12:00:00 AM +0000,10/09/2018 12:00:00 AM +0000,6,OTHER,20075401,0,BX RIV PY NB OV BRUCKNER EXPWY
POINT (-73.87258258863245 40.82440633964871),0,N,139139,2,1032690,8,0,2,10/09/2018 12:00:00 AM +0000,10/09/2018 12:00:00 AM +0000,6,OTHER,20075501,0,BX RIV PY SB OV BRUCKNER EXPWY
POINT (-73.97395465473141 40.76936591609023),444,N,300220,1,1031243,8,0,1,05/04/2018 12:00:00 AM +0000,,6,OTHER,10072623,0,PED BR OPP 65 ST OVR TRANSVRSE
POINT (-73.9000921789087 40.756258672991436),0,N,190606,1,1031835,8,0,4,05/09/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,OTHER,40077501,0,I-278 SB BQE W LEG OVER 32 AVE
POINT (-73.8995553592982 40.75629626540291),0,N,140858,2,1031836,8,0,4,05/09/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,OTHER,40077101,0,I-278 NB BQE E LEG OVER 32 AV
POINT (-73.89970589021237 40.75620681132827),0,N,139469,2,1031837,8,0,4,05/09/2018 12:00:00 AM +0000,10/10/2018 12:00:00 AM +0000,6,OTHER,40077201,0,I-278 NB BQE W LEG OVER 32 AVE
POINT (-73.89859871412746 40.754180692691435),0,N,279353,2,1031838,8,0,4,05/09/2018 12:00:00 AM +0000,,6,OTHER,43739517,0,I-278 BQE OVER NORTHERN BLVD
POINT (-73.89755243657311 40.75243448865847),0,N,175208,1,1031839,8,0,4,05/09/2018 12:00:00 AM +0000,,6,OTHER,40058801,0,I-278 BQE OVER   34 AVENUE
POINT (-73.89718329504227 40.7506074902842),0,N,142003,2,1031840,8,0,4,05/09/2018 12:00:00 AM +0000,,6,OTHER,40058901,0,I-278 BQE OVER   35 AVENUE
POINT (-73.91750363506371 40.770587031014685),0,N,172961,2,1031841,8,0,4,05/09/2018 12:00:00 AM +0000,,6,OTHER,40054401,0,31 STREET OVER I-278 BQE
